id,name,annotation
b0459,G_b0459,"OrderedDict([('asap', 'ABE-0001591'), ('ecogene', 'EG14239'), ('ncbigene', '945096'), ('ncbigi', 'gi:16128443'), ('uniprot', 'P77791')])"
b0585,G_b0585,"OrderedDict([('asap', 'ABE-0002019'), ('ecogene', 'EG10299'), ('ncbigene', '945181'), ('ncbigi', 'gi:635341462'), ('uniprot', 'P13039')])"
b1326,G_b1326,"OrderedDict([('asap', 'ABE-0004450'), ('ecogene', 'EG13906'), ('ncbigene', '945969'), ('ncbigi', 'gi:226524711'), ('uniprot', 'P0ACV6')])"
b1325,G_b1325,"OrderedDict([('asap', 'ABE-0004448'), ('ecogene', 'EG13228'), ('ncbigene', '946013'), ('ncbigi', 'gi:90111249'), ('uniprot', 'P51981')])"
b0591,G_b0591,"OrderedDict([('asap', 'ABE-0002036'), ('ecogene', 'EG11104'), ('ncbigene', '946268'), ('ncbigi', 'gi:16128574'), ('uniprot', 'P24077')])"
b3035,G_b3035,"OrderedDict([('asap', 'ABE-0009965'), ('ecogene', 'EG11009'), ('ncbigene', '947521'), ('ncbigi', 'gi:90111528'), ('uniprot', 'P02930')])"
b0692,G_b0692,"OrderedDict([('asap', 'ABE-0002360'), ('ecogene', 'EG10753'), ('ncbigene', '945422'), ('ncbigi', 'gi:16128668'), ('uniprot', 'P0AAF1')])"
b2014,G_b2014,"OrderedDict([('asap', 'ABE-0006696'), ('ecogene', 'EG11896'), ('ncbigene', '946533'), ('ncbigi', 'gi:90111370'), ('uniprot', 'P0AA47')])"
b1296,G_b1296,"OrderedDict([('asap', 'ABE-0004362'), ('ecogene', 'EG13907'), ('ncbigene', '946287'), ('ncbigi', 'gi:90111243'), ('uniprot', 'P76037')])"
b1298,G_b1298,"OrderedDict([('asap', 'ABE-0004369'), ('ecogene', 'EG13909'), ('ncbigene', '945882'), ('ncbigi', 'gi:90111245'), ('uniprot', 'P76038')])"
b3374,G_b3374,"OrderedDict([('asap', 'ABE-0011029'), ('ecogene', 'EG12912'), ('ncbigene', '947886'), ('ncbigi', 'gi:16131252'), ('uniprot', 'P45543')])"
b1308,G_b1308,"OrderedDict([('asap', 'ABE-0004397'), ('ecogene', 'EG10780'), ('ncbigene', '945652'), ('ncbigi', 'gi:16129269'), ('uniprot', 'P23857')])"
b2197,G_b2197,"OrderedDict([('asap', 'ABE-0007271'), ('ecogene', 'EG12055'), ('ncbigene', '946697'), ('ncbigi', 'gi:16130134'), ('uniprot', 'P69490')])"
b2198,G_b2198,"OrderedDict([('asap', 'ABE-0007273'), ('ecogene', 'EG12169'), ('ncbigene', '946709'), ('ncbigi', 'gi:16130135'), ('uniprot', 'P0ABM5')])"
b2201,G_b2201,"OrderedDict([('asap', 'ABE-0007279'), ('ecogene', 'EG12059'), ('ncbigene', '946714'), ('ncbigi', 'gi:90111402'), ('uniprot', 'P33931')])"
b2200,G_b2200,"OrderedDict([('asap', 'ABE-0007277'), ('ecogene', 'EG12058'), ('ncbigene', '946692'), ('ncbigi', 'gi:16130137'), ('uniprot', 'P0ABL8')])"
b2199,G_b2199,"OrderedDict([('asap', 'ABE-0007275'), ('ecogene', 'EG12057'), ('ncbigene', '946703'), ('ncbigi', 'gi:16130136'), ('uniprot', 'P0ABM1')])"
b0622,G_b0622,"OrderedDict([('asap', 'ABE-0002139'), ('ecogene', 'EG12180'), ('ncbigene', '946360'), ('ncbigi', 'gi:16128605'), ('uniprot', 'P37001')])"
b3785,G_b3785,"OrderedDict([('asap', 'ABE-0012370'), ('ecogene', 'EG11295'), ('ncbigene', '944815'), ('ncbigi', 'gi:90111649'), ('uniprot', 'P0AG00')])"
b3793,G_b3793,"OrderedDict([('asap', 'ABE-0012392'), ('ecogene', 'EG11457'), ('ncbigene', '948293'), ('ncbigi', 'gi:16131649'), ('uniprot', 'P27835')])"
b2552,G_b2552,"OrderedDict([('asap', 'ABE-0008396'), ('ecogene', 'EG10456'), ('ncbigene', '947018'), ('ncbigi', 'gi:16130477'), ('uniprot', 'P24232')])"
b0756,G_b0756,"OrderedDict([('asap', 'ABE-0002566'), ('ecogene', 'EG11698'), ('ncbigene', '944943'), ('ncbigi', 'gi:16128724'), ('uniprot', 'P0A9C3')])"
b0484,G_b0484,"OrderedDict([('asap', 'ABE-0001681'), ('ecogene', 'EG13246'), ('ncbigene', '946106'), ('ncbigi', 'gi:16128468'), ('uniprot', 'Q59385')])"
b3469,G_b3469,"OrderedDict([('asap', 'ABE-0011332'), ('ecogene', 'EG12215'), ('ncbigene', '947972'), ('ncbigi', 'gi:16131341'), ('uniprot', 'P37617')])"
b3626,G_b3626,"OrderedDict([('asap', 'ABE-0011858'), ('ecogene', 'EG11353'), ('ncbigene', '948142'), ('ncbigi', 'gi:16131497'), ('uniprot', 'P27129')])"
b3623,G_b3623,"OrderedDict([('asap', 'ABE-0011851'), ('ecogene', 'EG11423'), ('ncbigene', '948147'), ('ncbigi', 'gi:16131494'), ('uniprot', 'P27242')])"
b2257,G_b2257,"OrderedDict([('asap', 'ABE-0007464'), ('ecogene', 'EG14093'), ('ncbigene', '947297'), ('ncbigi', 'gi:16130192'), ('uniprot', 'P76473')])"
b2711,G_b2711,"OrderedDict([('asap', 'ABE-0008912'), ('ecogene', 'EG12450'), ('ncbigene', '947088'), ('ncbigi', 'gi:16130618'), ('uniprot', 'P37596')])"
b2710,G_b2710,"OrderedDict([('asap', 'ABE-0008910'), ('ecogene', 'EG12963'), ('ncbigene', '948979'), ('ncbigi', 'gi:16130617'), ('uniprot', 'Q46877')])"
b4111,G_b4111,"OrderedDict([('asap', 'ABE-0013462'), ('ecogene', 'EG11612'), ('ncbigene', '948626'), ('ncbigi', 'gi:16131937'), ('uniprot', 'P0C0L7')])"
b1386,G_b1386,"OrderedDict([('asap', 'ABE-0004639'), ('ecogene', 'EG13140'), ('ncbigene', '945939'), ('ncbigi', 'gi:162135920'), ('uniprot', 'P46883')])"
b4071,G_b4071,"OrderedDict([('asap', 'ABE-0013344'), ('ecogene', 'EG11945'), ('ncbigene', '948573'), ('ncbigi', 'gi:90111682'), ('uniprot', 'P0ABL1')])"
b4073,G_b4073,"OrderedDict([('asap', 'ABE-0013348'), ('ecogene', 'EG11947'), ('ncbigene', '948580'), ('ncbigi', 'gi:16131899'), ('uniprot', 'P32709')])"
b4072,G_b4072,"OrderedDict([('asap', 'ABE-0013346'), ('ecogene', 'EG11946'), ('ncbigene', '948581'), ('ncbigi', 'gi:16131898'), ('uniprot', 'P0AAK7')])"
b4070,G_b4070,"OrderedDict([('asap', 'ABE-0013342'), ('ecogene', 'EG11781'), ('ncbigene', '948571'), ('ncbigi', 'gi:16131896'), ('uniprot', 'P0ABK9')])"
b3679,G_b3679,"OrderedDict([('asap', 'ABE-0012026'), ('ecogene', 'EG11706'), ('ncbigene', '948185'), ('ncbigi', 'gi:16131549'), ('uniprot', 'P31448')])"
b0110,G_b0110,"OrderedDict([('asap', 'ABE-0000380'), ('ecogene', 'EG10041'), ('ncbigene', '948877'), ('ncbigi', 'gi:16128103'), ('uniprot', 'P13016')])"
b1463,G_b1463,"OrderedDict([('asap', 'ABE-0004882'), ('ecogene', 'EG13780'), ('ncbigene', '947251'), ('ncbigi', 'gi:16129422'), ('uniprot', 'P77567')])"
b4219,G_b4219,"OrderedDict([('asap', 'ABE-0013804'), ('ecogene', 'EG11433'), ('ncbigene', '948734'), ('ncbigi', 'gi:16132041'), ('uniprot', 'P0A744')])"
b1832,G_b1832,"OrderedDict([('asap', 'ABE-0006095'), ('ecogene', 'EG14020'), ('ncbigene', '946086'), ('ncbigi', 'gi:171701682'), ('uniprot', 'P76270')])"
b1778,G_b1778,"OrderedDict([('asap', 'ABE-0005916'), ('ecogene', 'EG12394'), ('ncbigene', '947188'), ('ncbigi', 'gi:16129732'), ('uniprot', 'P0A746')])"
b2871,G_b2871,"OrderedDict([('asap', 'ABE-0009428'), ('ecogene', 'EG13054'), ('ncbigene', '947012'), ('ncbigi', 'gi:16130773'), ('uniprot', 'P66899')])"
b0932,G_b0932,"OrderedDict([('asap', 'ABE-0003171'), ('ecogene', 'EG10696'), ('ncbigene', '947253'), ('ncbigi', 'gi:16128899'), ('uniprot', 'P04825')])"
b2523,G_b2523,"OrderedDict([('asap', 'ABE-0008305'), ('ecogene', 'EG12310'), ('ncbigene', '948766'), ('ncbigi', 'gi:90111453'), ('uniprot', 'P37095')])"
b4260,G_b4260,"OrderedDict([('asap', 'ABE-0013953'), ('ecogene', 'EG10694'), ('ncbigene', '948791'), ('ncbigi', 'gi:16132082'), ('uniprot', 'P68767')])"
b0237,G_b0237,"OrderedDict([('asap', 'ABE-0000809'), ('ecogene', 'EG10695'), ('ncbigene', '945013'), ('ncbigi', 'gi:16128223'), ('uniprot', 'P15288')])"
b2132,G_b2132,"OrderedDict([('asap', 'ABE-0007043'), ('ecogene', 'EG12013'), ('ncbigene', '946682'), ('ncbigi', 'gi:16130070'), ('uniprot', 'P33363')])"
b2239,G_b2239,"OrderedDict([('asap', 'ABE-0007399'), ('ecogene', 'EG10399'), ('ncbigene', '946725'), ('ncbigi', 'gi:16130174'), ('uniprot', 'P09394')])"
b4169,G_b4169,"OrderedDict([('asap', 'ABE-0013653'), ('ecogene', 'EG11363'), ('ncbigene', '948683'), ('ncbigi', 'gi:16131991'), ('uniprot', 'P26365')])"
b2435,G_b2435,"OrderedDict([('asap', 'ABE-0008032'), ('ecogene', 'EG11823'), ('ncbigene', '946916'), ('ncbigi', 'gi:16130360'), ('uniprot', 'P36548')])"
b2817,G_b2817,"OrderedDict([('asap', 'ABE-0009238'), ('ecogene', 'EG13086'), ('ncbigene', '947293'), ('ncbigi', 'gi:90111492'), ('uniprot', 'P63883')])"
b0867,G_b0867,"OrderedDict([('asap', 'ABE-0002947'), ('ecogene', 'EG13687'), ('ncbigene', '945494'), ('ncbigi', 'gi:16128835'), ('uniprot', 'P75820')])"
b1654,G_b1654,"OrderedDict([('asap', 'ABE-0005527'), ('ecogene', 'EG12181'), ('ncbigene', '946169'), ('ncbigi', 'gi:16129612'), ('uniprot', 'P0AC69')])"
b3610,G_b3610,"OrderedDict([('asap', 'ABE-0011801'), ('ecogene', 'EG12294'), ('ncbigene', '948132'), ('ncbigi', 'gi:16131481'), ('uniprot', 'P0AC62')])"
b2675,G_b2675,"OrderedDict([('asap', 'ABE-0008806'), ('ecogene', 'EG20257'), ('ncbigene', '947155'), ('ncbigi', 'gi:16130589'), ('uniprot', 'P39452')])"
b2676,G_b2676,"OrderedDict([('asap', 'ABE-0008808'), ('ecogene', 'EG12381'), ('ncbigene', '947149'), ('ncbigi', 'gi:16130590'), ('uniprot', 'P37146')])"
b0849,G_b0849,"OrderedDict([('asap', 'ABE-0002893'), ('ecogene', 'EG10417'), ('ncbigene', '945479'), ('ncbigi', 'gi:16128817'), ('uniprot', 'P68688')])"
b1064,G_b1064,"OrderedDict([('asap', 'ABE-0003615'), ('ecogene', 'EG12688'), ('ncbigene', '946926'), ('ncbigi', 'gi:16129027'), ('uniprot', 'P0AC59')])"
b3336,G_b3336,"OrderedDict([('asap', 'ABE-0010903'), ('ecogene', 'EG10113'), ('ncbigene', '947839'), ('ncbigi', 'gi:16131215'), ('uniprot', 'P0ABD3')])"
b0123,G_b0123,"OrderedDict([('asap', 'ABE-0000430'), ('ecogene', 'EG12318'), ('ncbigene', '947736'), ('ncbigi', 'gi:16128116'), ('uniprot', 'P36649')])"
b1192,G_b1192,"OrderedDict([('asap', 'ABE-0004002'), ('ecogene', 'EG13898'), ('ncbigene', '945756'), ('ncbigi', 'gi:16129155'), ('uniprot', 'P76008')])"
b1270,G_b1270,"OrderedDict([('asap', 'ABE-0004261'), ('ecogene', 'EG10130'), ('ncbigene', '945839'), ('ncbigi', 'gi:16129231'), ('uniprot', 'P0A9H5')])"
b2180,G_b2180,"OrderedDict([('asap', 'ABE-0007212'), ('ecogene', 'EG12041'), ('ncbigene', '946689'), ('ncbigi', 'gi:16130118'), ('uniprot', 'P33916')])"
b2179,G_b2179,"OrderedDict([('asap', 'ABE-0007210'), ('ecogene', 'EG12040'), ('ncbigene', '946683'), ('ncbigi', 'gi:16130117'), ('uniprot', 'P33915')])"
b1246,G_b1246,"OrderedDict([('asap', 'ABE-0004178'), ('ecogene', 'EG10677'), ('ncbigene', '945802'), ('ncbigi', 'gi:49176090'), ('uniprot', 'P76027')])"
b1243,G_b1243,"OrderedDict([('asap', 'ABE-0004172'), ('ecogene', 'EG10674'), ('ncbigene', '945830'), ('ncbigi', 'gi:16129204'), ('uniprot', 'P23843')])"
b1244,G_b1244,"OrderedDict([('asap', 'ABE-0004174'), ('ecogene', 'EG10675'), ('ncbigene', '945823'), ('ncbigi', 'gi:16129205'), ('uniprot', 'P0AFH2')])"
b1247,G_b1247,"OrderedDict([('asap', 'ABE-0004182'), ('ecogene', 'EG10678'), ('ncbigene', '945818'), ('ncbigi', 'gi:16129208'), ('uniprot', 'P77737')])"
b2177,G_b2177,"OrderedDict([('asap', 'ABE-0007206'), ('ecogene', 'EG12037'), ('ncbigene', '946675'), ('ncbigi', 'gi:90111401'), ('uniprot', 'P33913')])"
b2178,G_b2178,"OrderedDict([('asap', 'ABE-0007208'), ('ecogene', 'EG12038'), ('ncbigene', '946679'), ('ncbigi', 'gi:16130116'), ('uniprot', 'P0AFU0')])"
b1329,G_b1329,"OrderedDict([('asap', 'ABE-0004460'), ('ecogene', 'EG13376'), ('ncbigene', '945951'), ('ncbigi', 'gi:90111250'), ('uniprot', 'P77348')])"
b1245,G_b1245,"OrderedDict([('asap', 'ABE-0004176'), ('ecogene', 'EG10676'), ('ncbigene', '945810'), ('ncbigi', 'gi:16129206'), ('uniprot', 'P0AFH6')])"
b0433,G_b0433,"OrderedDict([('asap', 'ABE-0001501'), ('ecogene', 'EG12183'), ('ncbigene', '946438'), ('ncbigi', 'gi:16128418'), ('uniprot', 'P0AE16')])"
b4367,G_b4367,"OrderedDict([('asap', 'ABE-0014326'), ('ecogene', 'EG12595'), ('ncbigene', '948891'), ('ncbigi', 'gi:16132188'), ('uniprot', 'P39405')])"
b0574,G_b0574,"OrderedDict([('asap', 'ABE-0001969'), ('ecogene', 'EG14235'), ('ncbigene', '945189'), ('ncbigi', 'gi:16128557'), ('uniprot', 'P77239')])"
b0573,G_b0573,"OrderedDict([('asap', 'ABE-0001967'), ('ecogene', 'EG14234'), ('ncbigene', '945188'), ('ncbigi', 'gi:16128556'), ('uniprot', 'P77214')])"
b0575,G_b0575,"OrderedDict([('asap', 'ABE-0001971'), ('ecogene', 'EG12367'), ('ncbigene', '945191'), ('ncbigi', 'gi:16128558'), ('uniprot', 'P38054')])"
b0572,G_b0572,"OrderedDict([('asap', 'ABE-0001958'), ('ecogene', 'EG14233'), ('ncbigene', '946288'), ('ncbigi', 'gi:16128555'), ('uniprot', 'P77211')])"
b3915,G_b3915,"OrderedDict([('asap', 'ABE-0012786'), ('ecogene', 'EG11873'), ('ncbigene', '948413'), ('ncbigi', 'gi:16131753'), ('uniprot', 'P69380')])"
b0752,G_b0752,"OrderedDict([('asap', 'ABE-0002549'), ('ecogene', 'EG13662'), ('ncbigene', '945348'), ('ncbigi', 'gi:16128720'), ('uniprot', 'P75757')])"
b1858,G_b1858,"OrderedDict([('asap', 'ABE-0006198'), ('ecogene', 'EG13132'), ('ncbigene', '946374'), ('ncbigi', 'gi:16129811'), ('uniprot', 'P0A9X1')])"
b1859,G_b1859,"OrderedDict([('asap', 'ABE-0006201'), ('ecogene', 'EG12368'), ('ncbigene', '946372'), ('ncbigi', 'gi:16129812'), ('uniprot', 'P39832')])"
b1857,G_b1857,"OrderedDict([('asap', 'ABE-0006191'), ('ecogene', 'EG12678'), ('ncbigene', '946375'), ('ncbigi', 'gi:90111346'), ('uniprot', 'P39172')])"
b1981,G_b1981,"OrderedDict([('asap', 'ABE-0006572'), ('ecogene', 'EG20205'), ('ncbigene', '946495'), ('ncbigi', 'gi:16129925'), ('uniprot', 'P76350')])"
b2392,G_b2392,"OrderedDict([('asap', 'ABE-0007889'), ('ecogene', 'EG14157'), ('ncbigene', '946899'), ('ncbigi', 'gi:16130324'), ('uniprot', 'P0A769')])"
b0452,G_b0452,"OrderedDict([('asap', 'ABE-0001566'), ('ecogene', 'EG10995'), ('ncbigene', '945074'), ('ncbigi', 'gi:16128437'), ('uniprot', 'P0AGG2')])"
b1927,G_b1927,"OrderedDict([('asap', 'ABE-0006414'), ('ecogene', 'EG11387'), ('ncbigene', '946434'), ('ncbigi', 'gi:16129874'), ('uniprot', 'P26612')])"
b3571,G_b3571,"OrderedDict([('asap', 'ABE-0011668'), ('ecogene', 'EG11316'), ('ncbigene', '948088'), ('ncbigi', 'gi:16131442'), ('uniprot', 'P25718')])"
b3650,G_b3650,"OrderedDict([('asap', 'ABE-0011935'), ('ecogene', 'EG10966'), ('ncbigene', '948159'), ('ncbigi', 'gi:16131521'), ('uniprot', 'P0AG24')])"
b2344,G_b2344,"OrderedDict([('asap', 'ABE-0007740'), ('ecogene', 'EG10280'), ('ncbigene', '946820'), ('ncbigi', 'gi:145698292'), ('uniprot', 'P10384')])"
b4213,G_b4213,"OrderedDict([('asap', 'ABE-0013782'), ('ecogene', 'EG10160'), ('ncbigene', '948729'), ('ncbigi', 'gi:16132035'), ('uniprot', 'P08331')])"
b1059,G_b1059,"OrderedDict([('asap', 'ABE-0003590'), ('ecogene', 'EG12669'), ('ncbigene', '944983'), ('ncbigi', 'gi:16129022'), ('uniprot', 'P40874')])"
b1727,G_b1727,"OrderedDict([('asap', 'ABE-0005761'), ('ecogene', 'EG13988'), ('ncbigene', '945632'), ('ncbigi', 'gi:16129681'), ('uniprot', 'P77247')])"
b3580,G_b3580,"OrderedDict([('asap', 'ABE-0011696'), ('ecogene', 'EG12284'), ('ncbigene', '948101'), ('ncbigi', 'gi:16131451'), ('uniprot', 'P37677')])"
b2051,G_b2051,"OrderedDict([('asap', 'ABE-0006796'), ('ecogene', 'EG11789'), ('ncbigene', '946559'), ('ncbigi', 'gi:90111376'), ('uniprot', 'P32056')])"
b4265,G_b4265,"OrderedDict([('asap', 'ABE-0013969'), ('ecogene', 'EG12539'), ('ncbigene', '948798'), ('ncbigi', 'gi:16132087'), ('uniprot', 'P39344')])"
b3266,G_b3266,"OrderedDict([('asap', 'ABE-0010724'), ('ecogene', 'EG10267'), ('ncbigene', '947768'), ('ncbigi', 'gi:16131154'), ('uniprot', 'P24181')])"
b3265,G_b3265,"OrderedDict([('asap', 'ABE-0010722'), ('ecogene', 'EG10266'), ('ncbigene', '947706'), ('ncbigi', 'gi:16131153'), ('uniprot', 'P24180')])"
b3907,G_b3907,"OrderedDict([('asap', 'ABE-0012749'), ('ecogene', 'EG11313'), ('ncbigene', '948398'), ('ncbigi', 'gi:16131747'), ('uniprot', 'P27125')])"
b4242,G_b4242,"OrderedDict([('asap', 'ABE-0013883'), ('ecogene', 'EG12525'), ('ncbigene', '948778'), ('ncbigi', 'gi:16132064'), ('uniprot', 'P0ABB8')])"
b3479,G_b3479,"OrderedDict([('asap', 'ABE-0011360'), ('ecogene', 'EG12078'), ('ncbigene', '947989'), ('ncbigi', 'gi:16131351'), ('uniprot', 'P33593')])"
b3477,G_b3477,"OrderedDict([('asap', 'ABE-0011356'), ('ecogene', 'EG12076'), ('ncbigene', '947986'), ('ncbigi', 'gi:16131349'), ('uniprot', 'P33591')])"
b3476,G_b3476,"OrderedDict([('asap', 'ABE-0011354'), ('ecogene', 'EG12075'), ('ncbigene', '947981'), ('ncbigi', 'gi:16131348'), ('uniprot', 'P33590')])"
b3480,G_b3480,"OrderedDict([('asap', 'ABE-0011362'), ('ecogene', 'EG12079'), ('ncbigene', '947987'), ('ncbigi', 'gi:16131352'), ('uniprot', 'P33594')])"
b3478,G_b3478,"OrderedDict([('asap', 'ABE-0011358'), ('ecogene', 'EG12077'), ('ncbigene', '947990'), ('ncbigi', 'gi:16131350'), ('uniprot', 'P0AFA9')])"
b4094,G_b4094,"OrderedDict([('asap', 'ABE-0013417'), ('ecogene', 'EG10723'), ('ncbigene', '948608'), ('ncbigi', 'gi:16131920'), ('uniprot', 'P16690')])"
b4513,G_b4513,"OrderedDict([('asap', 'ABE-0285034'), ('ecogene', 'EG12126'), ('ncbigene', '948946'), ('ncbigi', 'gi:94541101'), ('uniprot', 'P36937')])"
b0696,G_b0696,"OrderedDict([('asap', 'ABE-0002374'), ('ecogene', 'EG10515'), ('ncbigene', '947508'), ('ncbigi', 'gi:16128672'), ('uniprot', 'P03961')])"
b0698,G_b0698,"OrderedDict([('asap', 'ABE-0002381'), ('ecogene', 'EG10513'), ('ncbigene', '946045'), ('ncbigi', 'gi:16128674'), ('uniprot', 'P03959')])"
b0697,G_b0697,"OrderedDict([('asap', 'ABE-0002376'), ('ecogene', 'EG10514'), ('ncbigene', '947450'), ('ncbigi', 'gi:16128673'), ('uniprot', 'P03960')])"
b3458,G_b3458,"OrderedDict([('asap', 'ABE-0011292'), ('ecogene', 'EG10540'), ('ncbigene', '947964'), ('ncbigi', 'gi:16131330'), ('uniprot', 'P04816')])"
b2975,G_b2975,"OrderedDict([('asap', 'ABE-0009763'), ('ecogene', 'EG12995'), ('ncbigene', '947259'), ('ncbigi', 'gi:16130875'), ('uniprot', 'Q46839')])"
b3603,G_b3603,"OrderedDict([('asap', 'ABE-0011777'), ('ecogene', 'EG11961'), ('ncbigene', '948114'), ('ncbigi', 'gi:16131474'), ('uniprot', 'P33231')])"
b4034,G_b4034,"OrderedDict([('asap', 'ABE-0013200'), ('ecogene', 'EG10554'), ('ncbigene', '948538'), ('ncbigi', 'gi:16131860'), ('uniprot', 'P0AEX9')])"
b4035,G_b4035,"OrderedDict([('asap', 'ABE-0013216'), ('ecogene', 'EG10558'), ('ncbigene', '948537'), ('ncbigi', 'gi:16131861'), ('uniprot', 'P68187')])"
b4032,G_b4032,"OrderedDict([('asap', 'ABE-0013193'), ('ecogene', 'EG10556'), ('ncbigene', '948530'), ('ncbigi', 'gi:16131858'), ('uniprot', 'P68183')])"
b4033,G_b4033,"OrderedDict([('asap', 'ABE-0013195'), ('ecogene', 'EG10555'), ('ncbigene', '948532'), ('ncbigi', 'gi:16131859'), ('uniprot', 'P02916')])"
b3666,G_b3666,"OrderedDict([('asap', 'ABE-0011981'), ('ecogene', 'EG11054'), ('ncbigene', '948201'), ('ncbigi', 'gi:16131536'), ('uniprot', 'P0AGC0')])"
b0731,G_b0731,"OrderedDict([('asap', 'ABE-0002493'), ('ecogene', 'EG13235'), ('ncbigene', '945355'), ('ncbigi', 'gi:16128706'), ('uniprot', 'P54745')])"
b0343,G_b0343,"OrderedDict([('asap', 'ABE-0001181'), ('ecogene', 'EG10526'), ('ncbigene', '949083'), ('ncbigi', 'gi:16128328'), ('uniprot', 'P02920')])"
b4120,G_b4120,"OrderedDict([('asap', 'ABE-0013495'), ('ecogene', 'EG10578'), ('ncbigene', '948635'), ('ncbigi', 'gi:345452725'), ('uniprot', 'P02921')])"
b0197,G_b0197,"OrderedDict([('asap', 'ABE-0000666'), ('ecogene', 'EG11504'), ('ncbigene', '944893'), ('ncbigi', 'gi:16128190'), ('uniprot', 'P28635')])"
b0199,G_b0199,"OrderedDict([('asap', 'ABE-0000671'), ('ecogene', 'EG11621'), ('ncbigene', '944896'), ('ncbigi', 'gi:16128192'), ('uniprot', 'P30750')])"
b0198,G_b0198,"OrderedDict([('asap', 'ABE-0000668'), ('ecogene', 'EG11737'), ('ncbigene', '944894'), ('ncbigi', 'gi:16128191'), ('uniprot', 'P31547')])"
b1297,G_b1297,"OrderedDict([('asap', 'ABE-0004365'), ('ecogene', 'EG13908'), ('ncbigene', '946202'), ('ncbigi', 'gi:90111244'), ('uniprot', 'P78061')])"
b2933,G_b2933,"OrderedDict([('asap', 'ABE-0009621'), ('ecogene', 'EG11792'), ('ncbigene', '945256'), ('ncbigi', 'gi:16130834'), ('uniprot', 'P69826')])"
b3599,G_b3599,"OrderedDict([('asap', 'ABE-0011761'), ('ecogene', 'EG10615'), ('ncbigene', '948118'), ('ncbigi', 'gi:16131470'), ('uniprot', 'P00550')])"
b2934,G_b2934,"OrderedDict([('asap', 'ABE-0009623'), ('ecogene', 'EG11791'), ('ncbigene', '945125'), ('ncbigi', 'gi:16130835'), ('uniprot', 'P69824')])"
b1186,G_b1186,"OrderedDict([('asap', 'ABE-0003984'), ('ecogene', 'EG11392'), ('ncbigene', '944822'), ('ncbigi', 'gi:16129149'), ('uniprot', 'P0AFA7')])"
b0019,G_b0019,"OrderedDict([('asap', 'ABE-0000068'), ('ecogene', 'EG10652'), ('ncbigene', '944758'), ('ncbigi', 'gi:16128013'), ('uniprot', 'P13738')])"
b0451,G_b0451,"OrderedDict([('asap', 'ABE-0001564'), ('ecogene', 'EG11821'), ('ncbigene', '945084'), ('ncbigi', 'gi:16128436'), ('uniprot', 'P69681')])"
b0751,G_b0751,"OrderedDict([('asap', 'ABE-0002547'), ('ecogene', 'EG11700'), ('ncbigene', '945350'), ('ncbigi', 'gi:16128719'), ('uniprot', 'P0AFK2')])"
b1223,G_b1223,"OrderedDict([('asap', 'ABE-0004111'), ('ecogene', 'EG10642'), ('ncbigene', '945783'), ('ncbigi', 'gi:16129186'), ('uniprot', 'P10903')])"
b3367,G_b3367,"OrderedDict([('asap', 'ABE-0011008'), ('ecogene', 'EG10654'), ('ncbigene', '2847757'), ('ncbigi', 'gi:90111575'), ('uniprot', 'P0AC26')])"
b1469,G_b1469,"OrderedDict([('asap', 'ABE-0004901'), ('ecogene', 'EG12153'), ('ncbigene', '945799'), ('ncbigi', 'gi:16129428'), ('uniprot', 'P37758')])"
b3726,G_b3726,"OrderedDict([('asap', 'ABE-0012184'), ('ecogene', 'EG10782'), ('ncbigene', '948239'), ('ncbigi', 'gi:16131594'), ('uniprot', 'P07654')])"
b3728,G_b3728,"OrderedDict([('asap', 'ABE-0012190'), ('ecogene', 'EG10734'), ('ncbigene', '948237'), ('ncbigi', 'gi:16131596'), ('uniprot', 'P0AG82')])"
b3727,G_b3727,"OrderedDict([('asap', 'ABE-0012186'), ('ecogene', 'EG10784'), ('ncbigene', '948238'), ('ncbigi', 'gi:16131595'), ('uniprot', 'P0AGH8')])"
b3725,G_b3725,"OrderedDict([('asap', 'ABE-0012179'), ('ecogene', 'EG10783'), ('ncbigene', '948240'), ('ncbigi', 'gi:16131593'), ('uniprot', 'P0AAH0')])"
b3258,G_b3258,"OrderedDict([('asap', 'ABE-0010695'), ('ecogene', 'EG10685'), ('ncbigene', '947752'), ('ncbigi', 'gi:90111565'), ('uniprot', 'P16256')])"
b3371,G_b3371,"OrderedDict([('asap', 'ABE-0011021'), ('ecogene', 'EG12909'), ('ncbigene', '947875'), ('ncbigi', 'gi:162135909'), ('uniprot', 'P0AC00')])"
b2679,G_b2679,"OrderedDict([('asap', 'ABE-0008818'), ('ecogene', 'EG10773'), ('ncbigene', '947165'), ('ncbigi', 'gi:16130593'), ('uniprot', 'P0AFM2')])"
b2677,G_b2677,"OrderedDict([('asap', 'ABE-0008814'), ('ecogene', 'EG10771'), ('ncbigene', '947148'), ('ncbigi', 'gi:16130591'), ('uniprot', 'P14175')])"
b2678,G_b2678,"OrderedDict([('asap', 'ABE-0008816'), ('ecogene', 'EG10772'), ('ncbigene', '947145'), ('ncbigi', 'gi:16130592'), ('uniprot', 'P14176')])"
b0402,G_b0402,"OrderedDict([('asap', 'ABE-0001398'), ('ecogene', 'EG13609'), ('ncbigene', '945050'), ('ncbigi', 'gi:16128387'), ('uniprot', 'P0AAE2')])"
b1015,G_b1015,"OrderedDict([('asap', 'ABE-0003433'), ('ecogene', 'EG10802'), ('ncbigene', '945602'), ('ncbigi', 'gi:16128981'), ('uniprot', 'P07117')])"
