,fluxes,kcat,MW,kcat_MW,equ
AMANAPEr_reverse,0.0,586980.06156,24.0737,24382.62757947469,acgam6p_c --> acmanap_c
NNATr_reverse,0.0,41349.304224,24.528,1685.8000743639925,dnad_c + ppi_c --> atp_c + h_c + nicrnt_c
GAPD_reverse,0.0,56839.885308,142.13,399.9147633012032,13dpg_c + h_c + nadh_c --> g3p_c + nad_c + pi_c
ARGSL_reverse,0.0,10424.1816144,50.3182,207.16523274679932,arg__L_c + fum_c --> argsuc_c
EX_mg2_e_reverse,0.0031968251819624116,,,, --> mg2_e
ACOATA_reverse,0.0,9801.9899352,75.6698,129.53635314484774,acACP_c + coa_c --> ACP_c + accoa_c
MLTP3_reverse,0.0,10299.2468796,181.0448,56.88783593674052,g1p_c + malthx_c --> malthp_c + pi_c
OCBT_reverse_num1,0.0,19557.839718,110.7213,176.6402645019522,citr__L_c + h_c + pi_c --> cbp_c + orn_c
GARFT_reverse,0.0,40052.347596,23.2383,1723.5489513432567,fgam_c + h_c + thf_c --> 10fthf_c + gar_c
PHETA1_reverse_num1,0.0,31007.8638648,87.1467,355.8122552523503,glu__L_c + phpyr_c --> akg_c + phe__L_c
MCITL2_reverse,0.0,20380.4504208,128.5386,158.55509878588998,pyr_c + succ_c --> micit_c
ACOTA_reverse_num1,0.0,32625.378558,91.5493,356.36950318571525,acg5sa_c + glu__L_c --> acorn_c + akg_c
PRAGSr_reverse,0.0,17654.1014664,45.9404,384.2827112171422,adp_c + gar_c + h_c + pi_c --> atp_c + gly_c + pram_c
PPAKr_reverse,0.0,9938.8988064,43.3841,229.0908145242151,atp_c + ppa_c --> adp_c + ppap_c
PPM2_reverse,0.0,26740.7498952,44.37,602.6763555375254,2dr5p_c --> 2dr1p_c
G6PDH2r_reverse,0.0,27844.1158788,55.7044,499.8548746382692,6pgl_c + h_c + nadph_c --> g6p_c + nadp_c
FBA3_reverse,0.0,10772.908415999998,78.2945,137.59470225877934,dhap_c + e4p_c --> s17bp_c
ADK3_reverse,0.0,12279.1934592,23.586,520.6136461968965,adp_c + gdp_c --> amp_c + gtp_c
HSDy_reverse_num1,0.25726685577036,638760.41568,177.7754,3593.075395583416,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c
GLUtex_reverse_num1,0.0,,,,glu__L_p --> glu__L_e
GLYtex_reverse_num1,0.0,,,,gly_p --> gly_e
GLYALDtex_reverse_num1,0.0,,,,glyald_p --> glyald_e
GLYBtex_reverse_num1,0.0,,,,glyb_p --> glyb_e
GLYCtex_reverse_num1,0.0,,,,glyc_p --> glyc_e
GLYC3Ptex_reverse_num1,0.0,,,,glyc3p_p --> glyc3p_e
GLYCLTtex_reverse_num1,0.0,,,,glyclt_p --> glyclt_e
GTPtex_reverse_num1,0.0,,,,gtp_p --> gtp_e
GUAtex_reverse,0.0,,,,gua_p --> gua_e
Htex_reverse_num1,16.55695730256355,,,,h_p --> h_e
H2tex_reverse_num1,0.0,,,,h2_p --> h2_e
H2Otex_reverse_num1,23.702424667693567,,,,h2o_p --> h2o_e
O2tpp_reverse,0.0,,,,o2_c --> o2_p
PYRt2rpp_reverse,9.065812772330881,,,,h_c + pyr_c --> h_p + pyr_p
XANtpp_reverse,0.0,,,,xan_c --> xan_p
DAPtex_reverse_num1,0.0,,,,15dap_p --> 15dap_e
12PPDStex_reverse_num1,0.0,,,,12ppd__S_p --> 12ppd__S_e
DDGLCNtex_reverse_num1,0.0,,,,2ddglcn_p --> 2ddglcn_e
26DAHtex_reverse_num1,0.0,,,,26dap__M_p --> 26dap__M_e
HCINNMtex_reverse_num1,0.0,,,,3hcinnm_p --> 3hcinnm_e
HPPPNtex_reverse_num1,0.0,,,,3hpppn_p --> 3hpppn_e
ACtex_reverse_num1,0.21454142540472265,,,,ac_p --> ac_e
ACALDtex_reverse_num1,0.0,,,,acald_p --> acald_e
ACMANAtex_reverse_num1,0.0,,,,acmana_p --> acmana_e
ACACT2r_reverse_num1,0.0,48623.592996,46.5305,1044.9832474613424,3ohcoa_c + coa_c --> accoa_c + btcoa_c
SUCFUMtpp_reverse_num1,0.0,,,,fum_c + succ_p --> fum_p + succ_c
TARTRt7pp_reverse,0.0,,,,succ_p + tartr__L_c --> succ_c + tartr__L_p
AHGDx_reverse,0.0,28540.1640672,176.7031,161.51478987748374,akg_c + h_c + nadh_c --> S2hglut_c + nad_c
EX_ca2_e_reverse,0.001918095109177447,,,, --> ca2_e
AKGt2rpp_reverse,0.0,,,,akg_c + h_c --> akg_p + h_p
THMDt2pp_copy2_reverse,0.0,,,,h_c + thymd_c --> h_p + thymd_p
TRPt2rpp_reverse_num1,0.0,,,,h_c + trp__L_c --> h_p + trp__L_p
TYRt2rpp_reverse_num1,0.0,,,,h_c + tyr__L_c --> h_p + tyr__L_p
URIt2pp_copy2_reverse,0.0,,,,h_c + uri_c --> h_p + uri_p
XTSNt2rpp_reverse,0.0,,,,h_c + xtsn_c --> h_p + xtsn_p
GALtex_reverse_num1,0.0,,,,gal_p --> gal_e
GALCTtex_reverse_num1,0.0,,,,galct__D_p --> galct__D_e
GALCTNtex_reverse_num1,0.0,,,,galctn__D_p --> galctn__D_e
GALTtex_reverse_num1,0.0,,,,galt_p --> galt_e
GALURtex_reverse_num1,0.0,,,,galur_p --> galur_e
ACACt2pp_reverse,0.0,,,,acac_c + h_c --> acac_p + h_p
TKT2_reverse_num1,0.0,149806.84914,144.4235,1037.2747450380307,f6p_c + g3p_c --> e4p_c + xu5p__D_c
GAMtex_reverse_num1,0.0,,,,gam_p --> gam_e
GBBTNtex_reverse_num1,0.0,,,,gbbtn_p --> gbbtn_e
ARBt2rpp_reverse,0.0,,,,arab__L_c + h_c --> arab__L_p + h_p
CO2tpp_reverse,2.792493312518555,,,,co2_c --> co2_p
DHAtpp_reverse,0.0,,,,dha_c --> dha_p
ARGAGMt7pp_reverse,0.0,,,,agm_p + arg__L_c --> agm_c + arg__L_p
ASNt2rpp_reverse,0.0,,,,asn__L_c + h_c --> asn__L_p + h_p
HIStex_reverse_num1,0.0,,,,his__L_p --> his__L_e
HXAtex_reverse_num1,0.0,,,,hxa_p --> hxa_e
HYXNtex_reverse_num1,0.0,,,,hxan_p --> hxan_e
IDONtex_reverse_num1,0.0,,,,idon__L_p --> idon__L_e
ILEtex_reverse_num1,0.0,,,,ile__L_p --> ile__L_e
INSTtex_reverse_num1,0.0,,,,inost_p --> inost_e
INStex_reverse,0.0,,,,ins_p --> ins_e
Ktex_reverse_num1,0.0,,,,k_p --> k_e
D_LACtex_reverse_num1,0.0,,,,lac__D_p --> lac__D_e
FRULYStex_reverse_num1,0.0,,,,frulys_p --> frulys_e
GALCTt2rpp_reverse_num1,0.0,,,,galct__D_c + h_c --> galct__D_p + h_p
ASPtex_reverse_num1,0.0,,,,asp__L_p --> asp__L_e
ACALDtpp_reverse,0.0,,,,acald_c --> acald_p
ACt2rpp_reverse,0.21454142540472265,,,,ac_c + h_c --> ac_p + h_p
ATPS4rpp_reverse_num1,0.0,394887.40776,543.6444,726.3707816359371,atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_p + pi_c
INDOLEtex_reverse_num1,0.0,,,,indole_p --> indole_e
L_LACtex_reverse_num1,0.0,,,,lac__L_p --> lac__L_e
ADEt2rpp_reverse_num1,0.0,,,,ade_c + h_c --> ade_p + h_p
ADNt2pp_copy2_reverse,0.0,,,,adn_c + h_c --> adn_p + h_p
ALLTNt2rpp_reverse,0.0,,,,alltn_c + h_c --> alltn_p + h_p
ECOAH8_reverse_num1,0.0,24530.3731008,77.0722,318.2778368957938,h2o_c + od2coa_c --> 3hodcoa_c
GUAtpp_reverse_num1,0.0,,,,gua_c --> gua_p
HYXNtpp_reverse_num1,0.0,,,,hxan_c --> hxan_p
GLCRtex_reverse_num1,0.0,,,,glcr_p --> glcr_e
GLCNtex_reverse_num1,0.0,,,,glcn_p --> glcn_e
GLCURtex_reverse_num1,0.0,,,,glcur_p --> glcur_e
GLNtex_reverse_num1,0.0,,,,gln__L_p --> gln__L_e
O2tex_reverse_num1,0.0,,,,o2_p --> o2_e
OCTAtex_reverse_num1,0.0,,,,octa_p --> octa_e
ORNtex_reverse_num1,0.0,,,,orn_p --> orn_e
ECOAH5_reverse_num1,0.0,31162.638096,77.0722,404.3304602178217,dd2coa_c + h2o_c --> 3hddcoa_c
EX_ni2_e_reverse,0.00011902876470015664,,,, --> ni2_e
FUCtpp_reverse,0.0,,,,fuc__L_c + h_c --> fuc__L_p + h_p
CYTDt2pp_copy2_reverse,0.0,,,,cytd_c + h_c --> cytd_p + h_p
DDGLCNt2rpp_reverse,0.0,,,,2ddglcn_c + h_c --> 2ddglcn_p + h_p
RMNtex_reverse_num1,0.0,,,,rmn_p --> rmn_e
PHEtex_reverse_num1,0.0,,,,phe__L_p --> phe__L_e
PItex_reverse_num1,0.0,,,,pi_p --> pi_e
EX_cu2_e_reverse,0.00026127366616845527,,,, --> cu2_e
TRSARr_reverse_num1,0.0,21843.3158892,123.2023,177.29633204250246,glyc__R_c + nad_c --> 2h3oppan_c + h_c + nadh_c
PNTOtex_reverse_num1,0.0,,,,pnto__R_p --> pnto__R_e
PPPNtex_reverse_num1,0.0,,,,pppn_p --> pppn_e
PPTtex_reverse_num1,0.0,,,,ppt_p --> ppt_e
PTRCtex_reverse_num1,0.0,,,,ptrc_p --> ptrc_e
PYRtex_reverse_num1,9.065812772330881,,,,pyr_p --> pyr_e
DSERtex_reverse_num1,0.0,,,,ser__D_p --> ser__D_e
SERtex_reverse_num1,0.0,,,,ser__L_p --> ser__L_e
SO4tex_reverse_num1,0.0,,,,so4_p --> so4_e
SPMDtex_reverse_num1,0.0,,,,spmd_p --> spmd_e
SUCCtex_reverse_num1,0.0,,,,succ_p --> succ_e
SUCRtex_reverse_num1,0.0,,,,sucr_p --> sucr_e
TARTRtex_reverse_num1,0.0,,,,tartr__L_p --> tartr__L_e
TAURtex_reverse_num1,0.0,,,,taur_p --> taur_e
THRtex_reverse_num1,0.0,,,,thr__L_p --> thr__L_e
THMDtex_reverse_num1,0.0,,,,thymd_p --> thymd_e
METDtex_reverse_num1,0.0,,,,met__D_p --> met__D_e
METtex_reverse_num1,0.0,,,,met__L_p --> met__L_e
MNLtex_reverse_num1,0.0,,,,mnl_p --> mnl_e
NAtex_reverse_num1,0.0,,,,na1_p --> na1_e
NACtex_reverse_num1,0.0,,,,nac_p --> nac_e
NH4tex_reverse_num1,0.0,,,,nh4_p --> nh4_e
BUTtex_reverse_num1,0.0,,,,but_p --> but_e
CHLtex_reverse_num1,0.0,,,,chol_p --> chol_e
CO2tex_reverse_num1,2.792493312518555,,,,co2_p --> co2_e
CRNtex_reverse_num1,0.0,,,,crn_p --> crn_e
DINStex_reverse_num1,0.0,,,,din_p --> din_e
DMStex_reverse_num1,0.0,,,,dms_p --> dms_e
CSNtex_reverse_num1,0.0,,,,csn_p --> csn_e
CYNTtex_reverse_num1,0.0,,,,cynt_p --> cynt_e
CYStex_reverse_num1,0.0,,,,cys__L_p --> cys__L_e
CYTDtex_reverse_num1,0.0,,,,cytd_p --> cytd_e
DCAtex_reverse_num1,0.0,,,,dca_p --> dca_e
DCYTtex_reverse,0.0,,,,dcyt_p --> dcyt_e
DGSNtex_reverse_num1,0.0,,,,dgsn_p --> dgsn_e
LCTStex_reverse_num1,0.0,,,,lcts_p --> lcts_e
LEUtex_reverse_num1,0.0,,,,leu__L_p --> leu__L_e
LYStex_reverse_num1,0.0,,,,lys__L_p --> lys__L_e
LYXtex_reverse_num1,0.0,,,,lyx__L_p --> lyx__L_e
MANtex_reverse_num1,0.0,,,,man_p --> man_e
MAN6Ptex_reverse_num1,0.0,,,,man6p_p --> man6p_e
MELIBtex_reverse_num1,0.0,,,,melib_p --> melib_e
DMSOtex_reverse_num1,0.0,,,,dmso_p --> dmso_e
DURItex_reverse,0.0,,,,duri_p --> duri_e
FRUtex_reverse_num1,0.0,,,,fru_p --> fru_e
FUCtex_reverse_num1,0.0,,,,fuc__L_p --> fuc__L_e
FUMtex_reverse_num1,0.0,,,,fum_p --> fum_e
FE2tex_reverse_num1,0.0,,,,fe2_p --> fe2_e
NMNtex_reverse_num1,0.0,,,,nmn_p --> nmn_e
NO2tex_reverse_num1,0.0,,,,no2_p --> no2_e
MTHFC_reverse,0.0,53981.9901,62.0875,869.4502130058386,10fthf_c + h_c --> h2o_c + methf_c
MTHFD_reverse,0.0,28796.2873092,62.0875,463.8016880885846,methf_c + nadph_c --> mlthf_c + nadp_c
BUTt2rpp_reverse,0.0,,,,but_c + h_c --> but_p + h_p
GDPtex_reverse_num1,0.0,,,,gdp_p --> gdp_e
EX_cobalt2_e_reverse,9.212752685770639e-06,,,, --> cobalt2_e
TMAtex_reverse_num1,0.0,,,,tma_p --> tma_e
TMAOtex_reverse_num1,0.0,,,,tmao_p --> tmao_e
TREtex_reverse_num1,0.0,,,,tre_p --> tre_e
TRPtex_reverse_num1,0.0,,,,trp__L_p --> trp__L_e
TSULtex_reverse_num1,0.0,,,,tsul_p --> tsul_e
TYRtex_reverse_num1,0.0,,,,tyr__L_p --> tyr__L_e
URAtex_reverse_num1,0.0,,,,ura_p --> ura_e
UREAtex_reverse_num1,0.0,,,,urea_p --> urea_e
URItex_reverse,0.0,,,,uri_p --> uri_e
VALtex_reverse_num1,0.0,,,,val__L_p --> val__L_e
XANtex_reverse_num1,0.0,,,,xan_p --> xan_e
XYLtex_reverse_num1,0.0,,,,xyl__D_p --> xyl__D_e
ABUTtex_reverse_num1,0.0,,,,4abut_p --> 4abut_e
EX_sel_e_reverse,0.0,,,, --> sel_e
MALTATr_reverse,0.0,10202.8467096,60.288,169.2351166003185,acmalt_c + coa_c --> accoa_c + malt_c
23CAMPtex_reverse_num1,0.0,,,,23camp_p --> 23camp_e
23CCMPtex_reverse_num1,0.0,,,,23ccmp_p --> 23ccmp_e
23CUMPtex_reverse_num1,0.0,,,,23cump_p --> 23cump_e
23CGMPtex_reverse_num1,0.0,,,,23cgmp_p --> 23cgmp_e
3AMPtex_reverse_num1,0.0,,,,3amp_p --> 3amp_e
3CMPtex_reverse_num1,0.0,,,,3cmp_p --> 3cmp_e
ALAGLUE_reverse,0.0,22236.8058324,34.674,641.3106602180308,LalaLglu_c --> LalaDglu_c
ETHSO3tex_reverse_num1,0.0,,,,ethso3_p --> ethso3_e
BUTSO3tex_reverse_num1,0.0,,,,butso3_p --> butso3_e
LIPOtex_reverse_num1,0.0,,,,lipoate_p --> lipoate_e
GALBDtex_reverse_num1,0.0,,,,gal_bD_p --> gal_bD_e
SULFACtex_reverse_num1,0.0,,,,sulfac_p --> sulfac_e
NOtex_reverse_num1,0.0,,,,no_p --> no_e
NOtpp_reverse,0.0,,,,no_c --> no_p
N2Otpp_reverse,0.0,,,,n2o_c --> n2o_p
N2Otex_reverse_num1,0.0,,,,n2o_p --> n2o_e
CRNt2rpp_reverse,0.0,,,,crn_c + h_c --> crn_p + h_p
CRNDt2rpp_reverse,0.0,,,,crn__D_c + h_c --> crn__D_p + h_p
CTBTt2rpp_reverse,0.0,,,,ctbt_c + h_c --> ctbt_p + h_p
PACALDt2rpp_reverse,0.0,,,,h_c + pacald_c --> h_p + pacald_p
PEAMNtex_reverse_num1,0.0,,,,peamn_p --> peamn_e
PACALDtex_reverse_num1,0.0,,,,pacald_p --> pacald_e
CYANtex_reverse_num1,0.0,,,,cyan_p --> cyan_e
SO3tex_reverse_num1,0.0,,,,so3_p --> so3_e
TCYNTtex_reverse_num1,0.0,,,,tcynt_p --> tcynt_e
METSOX1tex_reverse_num1,0.0,,,,metsox_S__L_p --> metsox_S__L_e
METSOX2tex_reverse_num1,0.0,,,,metsox_R__L_p --> metsox_R__L_e
3UMPtex_reverse_num1,0.0,,,,3ump_p --> 3ump_e
3GMPtex_reverse_num1,0.0,,,,3gmp_p --> 3gmp_e
FALDtpp_reverse,0.0,,,,fald_c --> fald_p
DOPAtex_reverse_num1,0.0,,,,dopa_p --> dopa_e
4HOXPACDtex_reverse_num1,0.0,,,,4hoxpacd_p --> 4hoxpacd_e
ETHAtex_reverse_num1,0.0,,,,etha_p --> etha_e
G3PStex_reverse_num1,0.0,,,,g3ps_p --> g3ps_e
ACGAL1Ptex_reverse_num1,0.0,,,,acgal1p_p --> acgal1p_e
ACGALtex_reverse_num1,0.0,,,,acgal_p --> acgal_e
GLCUR1Ptex_reverse_num1,0.0,,,,glcur1p_p --> glcur1p_e
UDPGLCURtex_reverse_num1,0.0,,,,udpglcur_p --> udpglcur_e
ISETACtex_reverse_num1,0.0,,,,isetac_p --> isetac_e
UDPGtex_reverse_num1,0.0,,,,udpg_p --> udpg_e
UDPGALtex_reverse_num1,0.0,,,,udpgal_p --> udpgal_e
ACGAM1Ptex_reverse_num1,0.0,,,,acgam1p_p --> acgam1p_e
UACGAMtex_reverse_num1,0.0,,,,uacgam_p --> uacgam_e
UDPACGALtex_reverse_num1,0.0,,,,udpacgal_p --> udpacgal_e
CBLAT_reverse,0.0,27183.757464,21.9989,1235.6871236289087,adocbl_c + pppi_c --> atp_c + cbl1_c + h_c
MSO3tex_reverse_num1,0.0,,,,mso3_p --> mso3_e
ARABDI_reverse,0.0,45079.516404,389.86,115.63001180936746,rbl__D_c --> arab__D_c
GLYC2Ptex_reverse_num1,0.0,,,,glyc2p_p --> glyc2p_e
PSERtex_reverse_num1,0.0,,,,pser__L_p --> pser__L_e
R5Ptex_reverse_num1,0.0,,,,r5p_p --> r5p_e
THRPtex_reverse_num1,0.0,,,,thrp_p --> thrp_e
TYRPtex_reverse_num1,0.0,,,,tyrp_p --> tyrp_e
CITtex_reverse_num1,0.0,,,,cit_p --> cit_e
ACGAtex_reverse_num1,0.0,,,,acgam_p --> acgam_e
IDONt2rpp_reverse,0.0,,,,h_c + idon__L_c --> h_p + idon__L_p
G6Ptex_reverse_num1,0.0,,,,g6p_p --> g6p_e
MOBDtex_reverse_num1,0.0,,,,mobd_p --> mobd_e
NI2tex_reverse_num1,0.0,,,,ni2_p --> ni2_e
L_LACt2rpp_reverse_num1,0.0,,,,h_c + lac__L_c --> h_p + lac__L_p
NH4tpp_reverse_num1,0.0,,,,nh4_c --> nh4_p
NO2t2rpp_reverse_num1,0.0,,,,h_c + no2_c --> h_p + no2_p
FRULYSDG_reverse,0.0,10651.821642,462.8308,23.01450474341811,g6p_c + lys__L_c --> frulysp_c + h2o_c
PROt2rpp_reverse_num1,0.0,,,,h_c + pro__L_c --> h_p + pro__L_p
H2O2tex_reverse_num1,0.0,,,,h2o2_p --> h2o2_e
ALLPI_reverse,0.0,10258.1760564,32.1466,319.1060969558212,allul6p_c --> all6p_c
ALLULPE_reverse,0.0,110777.1111,26.1092,4242.838198795826,f6p_c --> allul6p_c
ADEtex_reverse_num1,0.0,,,,ade_p --> ade_e
ADNtex_reverse,0.0,,,,adn_p --> adn_e
AGMtex_reverse_num1,0.0,,,,agm_p --> agm_e
ALAtex_reverse_num1,0.0,,,,ala__L_p --> ala__L_e
BALAtex_reverse_num1,0.0,,,,ala_B_p --> ala_B_e
DALAtex_reverse_num1,0.0,,,,ala__D_p --> ala__D_e
AMPtex_reverse_num1,0.0,,,,amp_p --> amp_e
ARBtex_reverse_num1,0.0,,,,arab__L_p --> arab__L_e
ARGtex_reverse_num1,0.0,,,,arg__L_p --> arg__L_e
ASCBtex_reverse_num1,0.0,,,,ascb__L_p --> ascb__L_e
MMETtex_reverse_num1,0.0,,,,mmet_p --> mmet_e
FE3tex_reverse_num1,0.0,,,,fe3_p --> fe3_e
MG2tex_reverse_num1,0.0,,,,mg2_p --> mg2_e
Zn2tex_reverse_num1,0.0,,,,zn2_p --> zn2_e
CD2tex_reverse_num1,0.0,,,,cd2_p --> cd2_e
GLUABUTt7pp_reverse,0.0,,,,4abut_p + glu__L_c --> 4abut_c + glu__L_p
GLUt2rpp_reverse,0.001918095109177447,,,,glu__L_c + h_c --> glu__L_p + h_p
GLYALDtpp_reverse,0.0,,,,glyald_c --> glyald_p
DHPTPE_reverse,0.0,17788.0914108,112.6563,157.89699653548004,dhmptp_c --> ahdt_c
ASO3tex_reverse_num1,0.0,,,,aso3_p --> aso3_e
MANGLYCtex_reverse_num1,0.0,,,,manglyc_p --> manglyc_e
FRUURt2rpp_reverse,0.0,,,,fruur_c + h_c --> fruur_p + h_p
FRUURtex_reverse_num1,0.0,,,,fruur_p --> fruur_e
GLYCAt2rpp_reverse_num1,0.0,,,,glyc__R_c + h_c --> glyc__R_p + h_p
GLYCAtex_reverse_num1,0.0,,,,glyc__R_p --> glyc__R_e
FALDH2_reverse,0.0,22410.3303072,78.718,284.69130703523973,Sfglutth_c + h_c + nadh_c --> hmgth_c + nad_c
GLYCtpp_reverse_num1,0.0,,,,glyc_p --> glyc_c
H2Otpp_reverse_num1,25.81521024373682,,,,h2o_c --> h2o_p
HCINNMt2rpp_reverse,0.0,,,,3hcinnm_c + h_c --> 3hcinnm_p + h_p
HISt2rpp_reverse,0.0,,,,h_c + his__L_c --> h_p + his__L_p
CBIAT_reverse,0.0,21148.3138716,21.9989,961.3350609166822,adocbi_c + pppi_c --> atp_c + cbi_c + h_c
COBALT2tex_reverse_num1,0.0,,,,cobalt2_p --> cobalt2_e
FALGTHLs_reverse,0.0,,,,hmgth_c --> fald_c + gthrd_c
DIMPtex_reverse_num1,0.0,,,,dimp_p --> dimp_e
GALURt2rpp_reverse,0.0,,,,galur_c + h_c --> galur_p + h_p
GLCNt2rpp_reverse_num1,0.0,,,,glcn_c + h_c --> glcn_p + h_p
GLCRt2rpp_reverse_num1,0.0,,,,glcr_c + h_c --> glcr_p + h_p
GLCURt2rpp_reverse_num1,0.0,,,,glcur_c + h_c --> glcur_p + h_p
EX_h2o_e_reverse,0.0,,,, --> h2o_e
XTSNtex_reverse_num1,0.0,,,,xtsn_p --> xtsn_e
GLUDy_reverse,3.1312760780929985,,,,akg_c + h_c + nadph_c + nh4_c --> glu__L_c + h2o_c + nadp_c
UREAtpp_reverse,0.0,,,,urea_c --> urea_p
PPPNt2rpp_reverse,0.0,,,,h_c + pppn_c --> h_p + pppn_p
PTRCORNt7pp_reverse,0.0,,,,orn_p + ptrc_c --> orn_c + ptrc_p
HG2tex_reverse_num1,0.0,,,,hg2_p --> hg2_e
DADNtex_reverse,0.0,,,,dad_2_p --> dad_2_e
DHAtex_reverse_num1,0.0,,,,dha_p --> dha_e
ETOHtex_reverse_num1,0.0,,,,etoh_p --> etoh_e
HACD3_reverse_num1,0.0,36814.264236,159.1878,231.2631007903872,3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c
ACACtex_reverse_num1,0.0,,,,acac_p --> acac_e
ACNAMtex_reverse_num1,0.0,,,,acnam_p --> acnam_e
H2Stex_reverse_num1,0.0,,,,h2s_p --> h2s_e
EX_nh4_e_reverse,3.9798778368937016,,,, --> nh4_e
DADK_reverse,0.0,13343.7770892,23.586,565.7498977868228,adp_c + dadp_c --> atp_c + damp_c
4PEPTtex_reverse_num1,0.0,,,,LalaDgluMdapDala_p --> LalaDgluMdapDala_e
CRNCAR_reverse,0.0,20738.5923816,28.1902,735.6667345957105,crnDcoa_c --> crncoa_c
GLYCLTt2rpp_reverse_num1,0.0,,,,glyclt_c + h_c --> glyclt_p + h_p
HPPPNt2rpp_reverse,0.0,,,,3hpppn_c + h_c --> 3hpppn_p + h_p
DHFR_reverse_num1,0.0,20559.7406448,26.3483,780.3061542794032,nadp_c + thf_c --> dhf_c + h_c + nadph_c
TYRTA_reverse_num1,0.0,24103.015866,87.1467,276.5797886322718,34hpp_c + glu__L_c --> akg_c + tyr__L_c
EX_mobd_e_reverse,2.5795707520157786e-06,,,, --> mobd_e
EX_so4_e_reverse,0.09279821525323052,,,, --> so4_e
PUNP4_reverse_num1,0.0,9382.3494192,179.0077,52.41310524184155,2dr1p_c + gua_c --> dgsn_c + pi_c
AMAOTr_reverse,0.0,32523.3612864,94.6712,343.540182087055,amob_c + dann_c --> 8aonn_c + amet_c
EX_k_e_reverse,0.07193059339974513,,,, --> k_e
EX_na1_e_reverse,0.0,,,, --> na1_e
ARGORNt7pp_reverse,0.0,,,,arg__L_c + orn_p --> arg__L_p + orn_c
CU2tex_reverse_num1,0.0,,,,cu2_p --> cu2_e
GLCATr_reverse,0.0,10000.1298276,60.288,165.8726417794586,acglc__D_c + coa_c --> accoa_c + glc__D_c
ALAALAr_reverse_num1,0.0,20079.2366388,39.3158,510.716725560716,adp_c + alaala_c + h_c + pi_c --> 2.0 ala__D_c + atp_c
CLtex_reverse_num1,0.0,,,,cl_p --> cl_e
ACACT1r_reverse_num1,0.0,49056.7815,46.5305,1054.293022855976,aacoa_c + coa_c --> 2.0 accoa_c
SUCOAS_reverse,0.0,36798.901632,142.3403,258.5276385675736,adp_c + pi_c + succoa_c --> atp_c + coa_c + succ_c
GALKr_reverse,0.0,27093.8563992,41.4421,653.7761454945573,adp_c + gal1p_c + h_c --> atp_c + gal_c
YUMPS_reverse,0.0,117059.481756,98.7297,1185.6562083749875,h2o_c + psd5p_c --> r5p_c + ura_c
ADSL1r_reverse,0.0,16835.3794188,206.1712,81.65728006045461,amp_c + fum_c --> dcamp_c
AICART_reverse,0.0,30129.8922252,57.3292,525.559265177257,fprica_c + thf_c --> 10fthf_c + aicar_c
PROtex_reverse_num1,0.0,,,,pro__L_p --> pro__L_e
SBTtex_reverse_num1,0.0,,,,sbt__D_p --> sbt__D_e
PGM_reverse_num1,0.0,242966.320164,57.1128,4254.14828486784,3pg_c --> 2pg_c
TPI_reverse,0.0,132458.501376,53.9436,2455.499843836896,g3p_c --> dhap_c
RPI_reverse_num1,0.0,85593.190644,45.7208,1872.0842733285508,ru5p__D_c --> r5p_c
PERD_reverse,0.0,29134.9589436,82.7353,352.1466525606362,h_c + nadh_c + ohpb_c --> 4per_c + nad_c
AKGtex_reverse_num1,0.0,,,,akg_p --> akg_e
ALLTNtex_reverse_num1,0.0,,,,alltn_p --> alltn_e
ASNtex_reverse_num1,0.0,,,,asn__L_p --> asn__L_e
EX_o2_e_reverse,9.540676964101367,,,, --> o2_e
ATHRDHr_reverse,0.0,28339.932006,108.9957,260.0096334626045,2aobut_c + h_c + nadph_c --> athr__L_c + nadp_c
LSERDHr_reverse,0.0,11184.7652028,108.9957,102.61657297306223,2amsa_c + h_c + nadph_c --> nadp_c + ser__L_c
DSERDHr_reverse,0.0,17622.7062408,108.9957,161.682582347744,2amsa_c + h_c + nadph_c --> nadp_c + ser__D_c
TYMtex_reverse_num1,0.0,,,,tym_p --> tym_e
CMPtex_reverse_num1,0.0,,,,cmp_p --> cmp_e
DUMPtex_reverse_num1,0.0,,,,dump_p --> dump_e
XMPtex_reverse_num1,0.0,,,,xmp_p --> xmp_e
3PEPTtex_reverse_num1,0.0,,,,LalaDgluMdap_p --> LalaDgluMdap_e
ANHGMtex_reverse_num1,0.0,,,,anhgm_p --> anhgm_e
UDPKAAT_reverse,0.0,44134.30026,41.6498,1059.6521534317092,akg_c + udpLa4n_c --> glu__L_c + udpLa4o_c
FALDtex_reverse_num1,0.0,,,,fald_p --> fald_e
MLTP1_reverse,0.0,78285.206052,181.0448,432.40792362995234,g1p_c + maltttr_c --> maltpt_c + pi_c
CYSDtex_reverse_num1,0.0,,,,cys__D_p --> cys__D_e
G3PItex_reverse_num1,0.0,,,,g3pi_p --> g3pi_e
G3PGtex_reverse_num1,0.0,,,,g3pg_p --> g3pg_e
G3PEtex_reverse_num1,0.0,,,,g3pe_p --> g3pe_e
G3PCtex_reverse_num1,0.0,,,,g3pc_p --> g3pc_e
DAMPtex_reverse_num1,0.0,,,,damp_p --> damp_e
DCMPtex_reverse_num1,0.0,,,,dcmp_p --> dcmp_e
